,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,sample_set,gRNA_used,target_added
1801,1801,06:10:00,C,8,247.856,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1802,1802,06:10:00,E,8,9.701,b,purified,B1,RPA_2_B1_16srRNA_0ng
1803,1803,06:10:00,G,8,401.843,b,purified,H6,RPA_48_H6_IS1081_10ng
1804,1804,06:10:00,I,8,441.54,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1805,1805,06:10:00,K,8,11.338,b,purified,H6,RPA_48_H6_IS1081_0ng
1806,1806,06:10:00,M,8,394.966,b,control,H6,synthetic_H6
1807,1807,06:10:00,O,8,12.215,b,control,H6,no_target
1808,1808,06:10:00,A,10,544.15,a,2XBB,syn-11C,C11
1809,1809,06:10:00,C,10,628.779,a,2XBB,IVT-11C,C11
1810,1810,06:10:00,E,10,10.384,a,2XBB,syn-11C,no_target
1811,1811,06:10:00,G,10,12.508,a,2XBB,IVT-11C,no_target
1812,1812,06:10:00,I,10,318.38,a,NEB2.1,syn-11C,C11
1813,1813,06:10:00,K,10,439.001,a,NEB2.1,IVT-11C,C11
1814,1814,06:10:00,M,10,3.155,a,NEB2.1,syn-11C,no_target
1815,1815,06:10:00,O,10,58.734,a,NEB2.1,IVT-11C,no_target
1816,1816,06:10:00,A,12,536.067,b,2XBB,syn-11C,C11
1817,1817,06:10:00,C,12,568.253,b,2XBB,IVT-11C,C11
1818,1818,06:10:00,E,12,10.992,b,2XBB,syn-11C,no_target
1819,1819,06:10:00,G,12,13.79,b,2XBB,IVT-11C,no_target
1820,1820,06:10:00,I,12,282.467,b,NEB2.1,syn-11C,C11
1821,1821,06:10:00,K,12,421.982,b,NEB2.1,IVT-11C,C11
1822,1822,06:10:00,M,12,3.029,b,NEB2.1,syn-11C,no_target
1823,1823,06:10:00,O,12,56.92100000000001,b,NEB2.1,IVT-11C,no_target
1824,1824,06:20:00,A,2,392.382,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
1825,1825,06:20:00,C,2,353.8119999999999,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1826,1826,06:20:00,E,2,11.715,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
1827,1827,06:20:00,G,2,354.074,a,unpurified,H6,RPA_48_H6_IS1081_10ng
1828,1828,06:20:00,I,2,374.179,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1829,1829,06:20:00,K,2,18.752,a,unpurified,H6,RPA_48_H6_IS1081_0ng
1830,1830,06:20:00,M,2,294.178,a,control,B1,synthetic_B1
1831,1831,06:20:00,O,2,8.708,a,control,B1,no_target
1832,1832,06:20:00,A,4,336.965,a,purified,B1,RPA_2_B1_16srRNA_10ng
1833,1833,06:20:00,C,4,249.317,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
1834,1834,06:20:00,E,4,5.976,a,purified,B1,RPA_2_B1_16srRNA_0ng
1835,1835,06:20:00,G,4,343.658,a,purified,H6,RPA_48_H6_IS1081_10ng
1836,1836,06:20:00,I,4,372.149,a,purified,H6,RPA_48_H6_IS1081_0.1ng
1837,1837,06:20:00,K,4,10.207,a,purified,H6,RPA_48_H6_IS1081_0ng
1838,1838,06:20:00,M,4,320.522,a,control,H6,synthetic_H6
1839,1839,06:20:00,O,4,10.328,a,control,H6,no_target
1840,1840,06:20:00,A,6,378.467,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
1841,1841,06:20:00,C,6,345.5,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1842,1842,06:20:00,E,6,13.585,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
1843,1843,06:20:00,G,6,364.073,b,unpurified,H6,RPA_48_H6_IS1081_10ng
1844,1844,06:20:00,I,6,368.295,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1845,1845,06:20:00,K,6,22.815,b,unpurified,H6,RPA_48_H6_IS1081_0ng
1846,1846,06:20:00,M,6,288.834,b,control,B1,synthetic_B1
1847,1847,06:20:00,O,6,11.372,b,control,B1,no_target
1848,1848,06:20:00,A,8,413.76,b,purified,B1,RPA_2_B1_16srRNA_10ng
1849,1849,06:20:00,C,8,252.613,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1850,1850,06:20:00,E,8,9.844,b,purified,B1,RPA_2_B1_16srRNA_0ng
1851,1851,06:20:00,G,8,407.069,b,purified,H6,RPA_48_H6_IS1081_10ng
1852,1852,06:20:00,I,8,437.712,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1853,1853,06:20:00,K,8,12.044,b,purified,H6,RPA_48_H6_IS1081_0ng
1854,1854,06:20:00,M,8,393.574,b,control,H6,synthetic_H6
1855,1855,06:20:00,O,8,13.949000000000002,b,control,H6,no_target
1856,1856,06:20:00,A,10,549.2090000000002,a,2XBB,syn-11C,C11
1857,1857,06:20:00,C,10,637.243,a,2XBB,IVT-11C,C11
1858,1858,06:20:00,E,10,11.225,a,2XBB,syn-11C,no_target
1859,1859,06:20:00,G,10,13.495,a,2XBB,IVT-11C,no_target
1860,1860,06:20:00,I,10,304.434,a,NEB2.1,syn-11C,C11
1861,1861,06:20:00,K,10,407.159,a,NEB2.1,IVT-11C,C11
1862,1862,06:20:00,M,10,3.1830000000000003,a,NEB2.1,syn-11C,no_target
1863,1863,06:20:00,O,10,55.394,a,NEB2.1,IVT-11C,no_target
1864,1864,06:20:00,A,12,539.112,b,2XBB,syn-11C,C11
1865,1865,06:20:00,C,12,575.206,b,2XBB,IVT-11C,C11
1866,1866,06:20:00,E,12,11.514,b,2XBB,syn-11C,no_target
1867,1867,06:20:00,G,12,15.126,b,2XBB,IVT-11C,no_target
1868,1868,06:20:00,I,12,263.84,b,NEB2.1,syn-11C,C11
1869,1869,06:20:00,K,12,392.714,b,NEB2.1,IVT-11C,C11
1870,1870,06:20:00,M,12,3.2460000000000004,b,NEB2.1,syn-11C,no_target
1871,1871,06:20:00,O,12,52.735,b,NEB2.1,IVT-11C,no_target
1872,1872,06:30:00,A,2,393.518,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
1873,1873,06:30:00,C,2,352.776,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1874,1874,06:30:00,E,2,12.246,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
1875,1875,06:30:00,G,2,353.654,a,unpurified,H6,RPA_48_H6_IS1081_10ng
1876,1876,06:30:00,I,2,370.445,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1877,1877,06:30:00,K,2,20.077,a,unpurified,H6,RPA_48_H6_IS1081_0ng
1878,1878,06:30:00,M,2,289.063,a,control,B1,synthetic_B1
1879,1879,06:30:00,O,2,9.62,a,control,B1,no_target
1880,1880,06:30:00,A,4,341.69,a,purified,B1,RPA_2_B1_16srRNA_10ng
1881,1881,06:30:00,C,4,252.794,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
1882,1882,06:30:00,E,4,6.142,a,purified,B1,RPA_2_B1_16srRNA_0ng
1883,1883,06:30:00,G,4,347.151,a,purified,H6,RPA_48_H6_IS1081_10ng
1884,1884,06:30:00,I,4,373.508,a,purified,H6,RPA_48_H6_IS1081_0.1ng
1885,1885,06:30:00,K,4,11.397,a,purified,H6,RPA_48_H6_IS1081_0ng
1886,1886,06:30:00,M,4,319.967,a,control,H6,synthetic_H6
1887,1887,06:30:00,O,4,11.494000000000002,a,control,H6,no_target
1888,1888,06:30:00,A,6,377.985,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
1889,1889,06:30:00,C,6,349.636,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1890,1890,06:30:00,E,6,14.356,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
1891,1891,06:30:00,G,6,360.926,b,unpurified,H6,RPA_48_H6_IS1081_10ng
1892,1892,06:30:00,I,6,367.1880000000001,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1893,1893,06:30:00,K,6,24.822,b,unpurified,H6,RPA_48_H6_IS1081_0ng
1894,1894,06:30:00,M,6,290.802,b,control,B1,synthetic_B1
1895,1895,06:30:00,O,6,12.87,b,control,B1,no_target
1896,1896,06:30:00,A,8,419.135,b,purified,B1,RPA_2_B1_16srRNA_10ng
1897,1897,06:30:00,C,8,257.682,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1898,1898,06:30:00,E,8,10.243,b,purified,B1,RPA_2_B1_16srRNA_0ng
1899,1899,06:30:00,G,8,405.761,b,purified,H6,RPA_48_H6_IS1081_10ng
1900,1900,06:30:00,I,8,442.586,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1901,1901,06:30:00,K,8,13.908,b,purified,H6,RPA_48_H6_IS1081_0ng
1902,1902,06:30:00,M,8,386.949,b,control,H6,synthetic_H6
1903,1903,06:30:00,O,8,14.899,b,control,H6,no_target
1904,1904,06:30:00,A,10,558.698,a,2XBB,syn-11C,C11
1905,1905,06:30:00,C,10,643.851,a,2XBB,IVT-11C,C11
1906,1906,06:30:00,E,10,12.01,a,2XBB,syn-11C,no_target
1907,1907,06:30:00,G,10,14.869000000000002,a,2XBB,IVT-11C,no_target
1908,1908,06:30:00,I,10,284.115,a,NEB2.1,syn-11C,C11
1909,1909,06:30:00,K,10,389.048,a,NEB2.1,IVT-11C,C11
1910,1910,06:30:00,M,10,3.934,a,NEB2.1,syn-11C,no_target
1911,1911,06:30:00,O,10,52.715,a,NEB2.1,IVT-11C,no_target
1912,1912,06:30:00,A,12,542.743,b,2XBB,syn-11C,C11
1913,1913,06:30:00,C,12,579.259,b,2XBB,IVT-11C,C11
1914,1914,06:30:00,E,12,12.69,b,2XBB,syn-11C,no_target
1915,1915,06:30:00,G,12,17.247,b,2XBB,IVT-11C,no_target
1916,1916,06:30:00,I,12,252.021,b,NEB2.1,syn-11C,C11
1917,1917,06:30:00,K,12,377.794,b,NEB2.1,IVT-11C,C11
1918,1918,06:30:00,M,12,4.437,b,NEB2.1,syn-11C,no_target
1919,1919,06:30:00,O,12,52.231,b,NEB2.1,IVT-11C,no_target
1920,1920,06:40:00,A,2,401.823,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
1921,1921,06:40:00,C,2,359.52,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1922,1922,06:40:00,E,2,12.859000000000002,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
1923,1923,06:40:00,G,2,357.463,a,unpurified,H6,RPA_48_H6_IS1081_10ng
1924,1924,06:40:00,I,2,367.937,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1925,1925,06:40:00,K,2,21.988000000000003,a,unpurified,H6,RPA_48_H6_IS1081_0ng
1926,1926,06:40:00,M,2,296.374,a,control,B1,synthetic_B1
1927,1927,06:40:00,O,2,10.841,a,control,B1,no_target
1928,1928,06:40:00,A,4,350.965,a,purified,B1,RPA_2_B1_16srRNA_10ng
1929,1929,06:40:00,C,4,259.469,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
1930,1930,06:40:00,E,4,6.928,a,purified,B1,RPA_2_B1_16srRNA_0ng
1931,1931,06:40:00,G,4,355.63199999999995,a,purified,H6,RPA_48_H6_IS1081_10ng
1932,1932,06:40:00,I,4,379.77,a,purified,H6,RPA_48_H6_IS1081_0.1ng
1933,1933,06:40:00,K,4,12.21,a,purified,H6,RPA_48_H6_IS1081_0ng
1934,1934,06:40:00,M,4,320.072,a,control,H6,synthetic_H6
1935,1935,06:40:00,O,4,13.032,a,control,H6,no_target
1936,1936,06:40:00,A,6,386.555,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
1937,1937,06:40:00,C,6,352.55,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1938,1938,06:40:00,E,6,15.162,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
1939,1939,06:40:00,G,6,363.81,b,unpurified,H6,RPA_48_H6_IS1081_10ng
1940,1940,06:40:00,I,6,367.52,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1941,1941,06:40:00,K,6,26.848000000000006,b,unpurified,H6,RPA_48_H6_IS1081_0ng
1942,1942,06:40:00,M,6,293.069,b,control,B1,synthetic_B1
1943,1943,06:40:00,O,6,13.935,b,control,B1,no_target
1944,1944,06:40:00,A,8,426.36,b,purified,B1,RPA_2_B1_16srRNA_10ng
1945,1945,06:40:00,C,8,265.199,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1946,1946,06:40:00,E,8,11.101,b,purified,B1,RPA_2_B1_16srRNA_0ng
1947,1947,06:40:00,G,8,414.283,b,purified,H6,RPA_48_H6_IS1081_10ng
1948,1948,06:40:00,I,8,442.48,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1949,1949,06:40:00,K,8,15.647,b,purified,H6,RPA_48_H6_IS1081_0ng
1950,1950,06:40:00,M,8,390.004,b,control,H6,synthetic_H6
1951,1951,06:40:00,O,8,16.03,b,control,H6,no_target
1952,1952,06:40:00,A,10,569.679,a,2XBB,syn-11C,C11
1953,1953,06:40:00,C,10,652.281,a,2XBB,IVT-11C,C11
1954,1954,06:40:00,E,10,13.5,a,2XBB,syn-11C,no_target
1955,1955,06:40:00,G,10,16.799,a,2XBB,IVT-11C,no_target
1956,1956,06:40:00,I,10,271.881,a,NEB2.1,syn-11C,C11
1957,1957,06:40:00,K,10,364.58,a,NEB2.1,IVT-11C,C11
1958,1958,06:40:00,M,10,5.977,a,NEB2.1,syn-11C,no_target
1959,1959,06:40:00,O,10,95.812,a,NEB2.1,IVT-11C,no_target
1960,1960,06:40:00,A,12,557.552,b,2XBB,syn-11C,C11
1961,1961,06:40:00,C,12,589.2959999999998,b,2XBB,IVT-11C,C11
1962,1962,06:40:00,E,12,14.249,b,2XBB,syn-11C,no_target
1963,1963,06:40:00,G,12,19.403,b,2XBB,IVT-11C,no_target
1964,1964,06:40:00,I,12,463.127,b,NEB2.1,syn-11C,C11
1965,1965,06:40:00,K,12,355.139,b,NEB2.1,IVT-11C,C11
1966,1966,06:40:00,M,12,8.783999999999999,b,NEB2.1,syn-11C,no_target
1967,1967,06:40:00,O,12,98.581,b,NEB2.1,IVT-11C,no_target
1968,1968,06:50:00,A,2,406.092,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
1969,1969,06:50:00,C,2,358.723,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1970,1970,06:50:00,E,2,13.047,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
1971,1971,06:50:00,G,2,360.825,a,unpurified,H6,RPA_48_H6_IS1081_10ng
1972,1972,06:50:00,I,2,364.151,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1973,1973,06:50:00,K,2,24.377,a,unpurified,H6,RPA_48_H6_IS1081_0ng
1974,1974,06:50:00,M,2,291.508,a,control,B1,synthetic_B1
1975,1975,06:50:00,O,2,11.975,a,control,B1,no_target
1976,1976,06:50:00,A,4,353.2480000000001,a,purified,B1,RPA_2_B1_16srRNA_10ng
1977,1977,06:50:00,C,4,265.547,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
1978,1978,06:50:00,E,4,7.062,a,purified,B1,RPA_2_B1_16srRNA_0ng
1979,1979,06:50:00,G,4,356.184,a,purified,H6,RPA_48_H6_IS1081_10ng
1980,1980,06:50:00,I,4,375.788,a,purified,H6,RPA_48_H6_IS1081_0.1ng
1981,1981,06:50:00,K,4,14.058,a,purified,H6,RPA_48_H6_IS1081_0ng
1982,1982,06:50:00,M,4,316.927,a,control,H6,synthetic_H6
1983,1983,06:50:00,O,4,13.889,a,control,H6,no_target
1984,1984,06:50:00,A,6,382.225,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
1985,1985,06:50:00,C,6,354.23800000000006,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1986,1986,06:50:00,E,6,15.872,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
1987,1987,06:50:00,G,6,357.4840000000001,b,unpurified,H6,RPA_48_H6_IS1081_10ng
1988,1988,06:50:00,I,6,364.116,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1989,1989,06:50:00,K,6,28.445,b,unpurified,H6,RPA_48_H6_IS1081_0ng
1990,1990,06:50:00,M,6,289.823,b,control,B1,synthetic_B1
1991,1991,06:50:00,O,6,14.725,b,control,B1,no_target
1992,1992,06:50:00,A,8,429.854,b,purified,B1,RPA_2_B1_16srRNA_10ng
1993,1993,06:50:00,C,8,265.193,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1994,1994,06:50:00,E,8,11.515999999999998,b,purified,B1,RPA_2_B1_16srRNA_0ng
1995,1995,06:50:00,G,8,411.028,b,purified,H6,RPA_48_H6_IS1081_10ng
1996,1996,06:50:00,I,8,438.956,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1997,1997,06:50:00,K,8,16.698,b,purified,H6,RPA_48_H6_IS1081_0ng
1998,1998,06:50:00,M,8,381.955,b,control,H6,synthetic_H6
1999,1999,06:50:00,O,8,15.594,b,control,H6,no_target
2000,2000,06:50:00,A,10,574.85,a,2XBB,syn-11C,C11
2001,2001,06:50:00,C,10,658.3660000000001,a,2XBB,IVT-11C,C11
2002,2002,06:50:00,E,10,14.078,a,2XBB,syn-11C,no_target
2003,2003,06:50:00,G,10,18.558,a,2XBB,IVT-11C,no_target
2004,2004,06:50:00,I,10,438.799,a,NEB2.1,syn-11C,C11
2005,2005,06:50:00,K,10,540.672,a,NEB2.1,IVT-11C,C11
2006,2006,06:50:00,M,10,12.146,a,NEB2.1,syn-11C,no_target
2007,2007,06:50:00,O,10,100.507,a,NEB2.1,IVT-11C,no_target
2008,2008,06:50:00,A,12,550.8240000000002,b,2XBB,syn-11C,C11
2009,2009,06:50:00,C,12,594.451,b,2XBB,IVT-11C,C11
2010,2010,06:50:00,E,12,15.608,b,2XBB,syn-11C,no_target
2011,2011,06:50:00,G,12,21.926,b,2XBB,IVT-11C,no_target
2012,2012,06:50:00,I,12,446.653,b,NEB2.1,syn-11C,C11
2013,2013,06:50:00,K,12,406.638,b,NEB2.1,IVT-11C,C11
2014,2014,06:50:00,M,12,12.787,b,NEB2.1,syn-11C,no_target
2015,2015,06:50:00,O,12,98.83,b,NEB2.1,IVT-11C,no_target
2016,2016,07:00:00,A,2,412.056,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2017,2017,07:00:00,C,2,369.199,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2018,2018,07:00:00,E,2,14.121,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2019,2019,07:00:00,G,2,365.146,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2020,2020,07:00:00,I,2,363.524,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2021,2021,07:00:00,K,2,25.282,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2022,2022,07:00:00,M,2,293.811,a,control,B1,synthetic_B1
2023,2023,07:00:00,O,2,13.294,a,control,B1,no_target
2024,2024,07:00:00,A,4,362.92800000000005,a,purified,B1,RPA_2_B1_16srRNA_10ng
2025,2025,07:00:00,C,4,274.578,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2026,2026,07:00:00,E,4,7.456,a,purified,B1,RPA_2_B1_16srRNA_0ng
2027,2027,07:00:00,G,4,362.117,a,purified,H6,RPA_48_H6_IS1081_10ng
2028,2028,07:00:00,I,4,377.345,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2029,2029,07:00:00,K,4,15.491,a,purified,H6,RPA_48_H6_IS1081_0ng
2030,2030,07:00:00,M,4,317.08,a,control,H6,synthetic_H6
2031,2031,07:00:00,O,4,14.751,a,control,H6,no_target
2032,2032,07:00:00,A,6,392.667,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
2033,2033,07:00:00,C,6,360.167,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2034,2034,07:00:00,E,6,17.242,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
2035,2035,07:00:00,G,6,361.991,b,unpurified,H6,RPA_48_H6_IS1081_10ng
2036,2036,07:00:00,I,6,359.847,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2037,2037,07:00:00,K,6,29.619,b,unpurified,H6,RPA_48_H6_IS1081_0ng
2038,2038,07:00:00,M,6,289.605,b,control,B1,synthetic_B1
2039,2039,07:00:00,O,6,14.303,b,control,B1,no_target
2040,2040,07:00:00,A,8,438.094,b,purified,B1,RPA_2_B1_16srRNA_10ng
2041,2041,07:00:00,C,8,274.158,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
2042,2042,07:00:00,E,8,12.698,b,purified,B1,RPA_2_B1_16srRNA_0ng
2043,2043,07:00:00,G,8,414.977,b,purified,H6,RPA_48_H6_IS1081_10ng
2044,2044,07:00:00,I,8,440.21,b,purified,H6,RPA_48_H6_IS1081_0.1ng
2045,2045,07:00:00,K,8,17.820999999999994,b,purified,H6,RPA_48_H6_IS1081_0ng
2046,2046,07:00:00,M,8,386.745,b,control,H6,synthetic_H6
2047,2047,07:00:00,O,8,15.539,b,control,H6,no_target
2048,2048,07:00:00,A,10,582.884,a,2XBB,syn-11C,C11
2049,2049,07:00:00,C,10,670.316,a,2XBB,IVT-11C,C11
2050,2050,07:00:00,E,10,16.014,a,2XBB,syn-11C,no_target
2051,2051,07:00:00,G,10,21.04,a,2XBB,IVT-11C,no_target
2052,2052,07:00:00,I,10,470.357,a,NEB2.1,syn-11C,C11
2053,2053,07:00:00,K,10,560.984,a,NEB2.1,IVT-11C,C11
2054,2054,07:00:00,M,10,13.032,a,NEB2.1,syn-11C,no_target
2055,2055,07:00:00,O,10,102.811,a,NEB2.1,IVT-11C,no_target
2056,2056,07:00:00,A,12,565.014,b,2XBB,syn-11C,C11
2057,2057,07:00:00,C,12,602.899,b,2XBB,IVT-11C,C11
2058,2058,07:00:00,E,12,17.445,b,2XBB,syn-11C,no_target
2059,2059,07:00:00,G,12,25.455,b,2XBB,IVT-11C,no_target
2060,2060,07:00:00,I,12,459.591,b,NEB2.1,syn-11C,C11
2061,2061,07:00:00,K,12,432.874,b,NEB2.1,IVT-11C,C11
2062,2062,07:00:00,M,12,13.154000000000002,b,NEB2.1,syn-11C,no_target
2063,2063,07:00:00,O,12,99.332,b,NEB2.1,IVT-11C,no_target
2064,2064,07:10:00,A,2,408.161,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2065,2065,07:10:00,C,2,361.022,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2066,2066,07:10:00,E,2,13.831,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2067,2067,07:10:00,G,2,360.334,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2068,2068,07:10:00,I,2,350.236,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2069,2069,07:10:00,K,2,27.02,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2070,2070,07:10:00,M,2,287.507,a,control,B1,synthetic_B1
2071,2071,07:10:00,O,2,14.088,a,control,B1,no_target
2072,2072,07:10:00,A,4,354.30300000000005,a,purified,B1,RPA_2_B1_16srRNA_10ng
2073,2073,07:10:00,C,4,272.205,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2074,2074,07:10:00,E,4,7.627999999999999,a,purified,B1,RPA_2_B1_16srRNA_0ng
2075,2075,07:10:00,G,4,352.286,a,purified,H6,RPA_48_H6_IS1081_10ng
2076,2076,07:10:00,I,4,370.9980000000001,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2077,2077,07:10:00,K,4,16.119,a,purified,H6,RPA_48_H6_IS1081_0ng
2078,2078,07:10:00,M,4,312.209,a,control,H6,synthetic_H6
2079,2079,07:10:00,O,4,14.215,a,control,H6,no_target
2080,2080,07:10:00,A,6,386.499,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
2081,2081,07:10:00,C,6,355.857,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2082,2082,07:10:00,E,6,18.507,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
2083,2083,07:10:00,G,6,351.341,b,unpurified,H6,RPA_48_H6_IS1081_10ng
2084,2084,07:10:00,I,6,350.91,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2085,2085,07:10:00,K,6,29.691,b,unpurified,H6,RPA_48_H6_IS1081_0ng
2086,2086,07:10:00,M,6,281.713,b,control,B1,synthetic_B1
2087,2087,07:10:00,O,6,14.446,b,control,B1,no_target
2088,2088,07:10:00,A,8,436.876,b,purified,B1,RPA_2_B1_16srRNA_10ng
2089,2089,07:10:00,C,8,269.573,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
2090,2090,07:10:00,E,8,13.144,b,purified,B1,RPA_2_B1_16srRNA_0ng
2091,2091,07:10:00,G,8,407.038,b,purified,H6,RPA_48_H6_IS1081_10ng
2092,2092,07:10:00,I,8,434.504,b,purified,H6,RPA_48_H6_IS1081_0.1ng
2093,2093,07:10:00,K,8,18.3,b,purified,H6,RPA_48_H6_IS1081_0ng
2094,2094,07:10:00,M,8,375.859,b,control,H6,synthetic_H6
2095,2095,07:10:00,O,8,14.821,b,control,H6,no_target
2096,2096,07:10:00,A,10,574.587,a,2XBB,syn-11C,C11
2097,2097,07:10:00,C,10,664.822,a,2XBB,IVT-11C,C11
2098,2098,07:10:00,E,10,17.575,a,2XBB,syn-11C,no_target
2099,2099,07:10:00,G,10,23.31,a,2XBB,IVT-11C,no_target
2100,2100,07:10:00,I,10,453.78,a,NEB2.1,syn-11C,C11
2101,2101,07:10:00,K,10,546.161,a,NEB2.1,IVT-11C,C11
2102,2102,07:10:00,M,10,12.478,a,NEB2.1,syn-11C,no_target
2103,2103,07:10:00,O,10,101.585,a,NEB2.1,IVT-11C,no_target
2104,2104,07:10:00,A,12,553.52,b,2XBB,syn-11C,C11
2105,2105,07:10:00,C,12,594.135,b,2XBB,IVT-11C,C11
2106,2106,07:10:00,E,12,20.053,b,2XBB,syn-11C,no_target
2107,2107,07:10:00,G,12,28.01,b,2XBB,IVT-11C,no_target
2108,2108,07:10:00,I,12,450.786,b,NEB2.1,syn-11C,C11
2109,2109,07:10:00,K,12,418.421,b,NEB2.1,IVT-11C,C11
2110,2110,07:10:00,M,12,13.249,b,NEB2.1,syn-11C,no_target
2111,2111,07:10:00,O,12,97.281,b,NEB2.1,IVT-11C,no_target
2112,2112,07:20:00,A,2,413.747,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2113,2113,07:20:00,C,2,364.714,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2114,2114,07:20:00,E,2,14.903,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2115,2115,07:20:00,G,2,364.897,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2116,2116,07:20:00,I,2,351.232,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2117,2117,07:20:00,K,2,28.696,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2118,2118,07:20:00,M,2,289.092,a,control,B1,synthetic_B1
2119,2119,07:20:00,O,2,14.765999999999998,a,control,B1,no_target
2120,2120,07:20:00,A,4,363.9380000000001,a,purified,B1,RPA_2_B1_16srRNA_10ng
2121,2121,07:20:00,C,4,278.509,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2122,2122,07:20:00,E,4,7.79,a,purified,B1,RPA_2_B1_16srRNA_0ng
2123,2123,07:20:00,G,4,358.77,a,purified,H6,RPA_48_H6_IS1081_10ng
2124,2124,07:20:00,I,4,373.32,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2125,2125,07:20:00,K,4,17.19,a,purified,H6,RPA_48_H6_IS1081_0ng
2126,2126,07:20:00,M,4,311.758,a,control,H6,synthetic_H6
2127,2127,07:20:00,O,4,14.390999999999998,a,control,H6,no_target
