,experiment,read,read_number,row,column,well,rfu_value,standard_substrate,kit,minutes,concentration,concentration_moles
10,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,C,8.0,C8,7241.8,UMP,UMP0hr_ENLITEN1hr_addition,60,10^-12mol/10nM,1E-12
11,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,D,8.0,D8,5389.42,UMP,UMP0hr_ENLITEN1hr_addition,60,10^-13mol/1nM,1E-13
12,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,E,8.0,E8,4531.96,UMP,UMP0hr_ENLITEN1hr_addition,60,10^-14mol/100pM,1E-14
13,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,F,8.0,F8,4877.0,UMP,UMP0hr_ENLITEN1hr_addition,60,10^-15mol/10pM,1E-15
14,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,G,8.0,G8,8508.54,UMP,UMP0hr_ENLITEN1hr_addition,60,10^-16mol/1pM,1E-16
15,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,H,8.0,H8,5049.47,UMP,UMP0hr_ENLITEN1hr_addition,60,0mol/0pM,0
16,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,A,10.0,A10,2154320.0,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,10^-10mol/1uM,1E-10
17,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,B,10.0,B10,225803.0,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,10^-11mol/100nM,1E-11
18,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,C,10.0,C10,4670.52,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,10^-12mol/10nM,1E-12
19,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,D,10.0,D10,478.71,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,10^-13mol/1nM,1E-13
20,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,E,10.0,E10,368.20599999999996,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,10^-14mol/100pM,1E-14
21,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,F,10.0,F10,332.605,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,10^-15mol/10pM,1E-15
22,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,G,10.0,G10,305.30400000000003,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,10^-16mol/1pM,1E-16
23,1hr_END,100µl per well (Injector 2) 2sec. 1 repeat. 96 well plate,1,H,10.0,H10,305.904,AMP,AMP-noKinase0hr_ENLITEN1hr_addition,60,0mol/0pM,0
