,column,concentration,concentration_moles,experiment,kit,read,read_number,rfu_value,row,sample_set,standard_substrate,timepoint,well
259,2,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,5065880,H,NANCY_DREW,AMP,,H2
260,2,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4947190,H,NANCY_DREW,AMP,,H2
261,2,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4904740,H,NANCY_DREW,AMP,,H2
262,2,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4959200,H,NANCY_DREW,AMP,,H2
263,2,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4902850,H,NANCY_DREW,AMP,,H2
264,3,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,3914340,H,NANCY_DREW,AMP,,H3
265,3,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,3927160,H,NANCY_DREW,AMP,,H3
266,3,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,3934280,H,NANCY_DREW,AMP,,H3
267,3,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,3949580,H,NANCY_DREW,AMP,,H3
268,3,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,3885130,H,NANCY_DREW,AMP,,H3
269,3,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,3832580,H,NANCY_DREW,AMP,,H3
270,4,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,1925840,H,AMP_Standards,AMP,,H4
271,4,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,1897190,H,AMP_Standards,AMP,,H4
272,4,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,1886160,H,AMP_Standards,AMP,,H4
273,4,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1872520,H,AMP_Standards,AMP,,H4
274,4,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1849960,H,AMP_Standards,AMP,,H4
275,4,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,1854240,H,AMP_Standards,AMP,,H4
276,5,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,1819170,H,AMP_Standards,AMP,,H5
277,5,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,1797120,H,AMP_Standards,AMP,,H5
278,5,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,1779450,H,AMP_Standards,AMP,,H5
279,5,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1787220,H,AMP_Standards,AMP,,H5
280,5,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1732680,H,AMP_Standards,AMP,,H5
281,5,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,1711040,H,AMP_Standards,AMP,,H5
282,6,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,1793230,H,AMP_Standards,AMP,,H6
283,6,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,1737640,H,AMP_Standards,AMP,,H6
284,6,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,1713620,H,AMP_Standards,AMP,,H6
285,6,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1708690,H,AMP_Standards,AMP,,H6
286,6,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1746620,H,AMP_Standards,AMP,,H6
287,6,10^-10mol/1uM,1e-10,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,1651510,H,AMP_Standards,AMP,,H6
0,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,48603.9,A,,ATP,before_clean,A10
1,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,46923.1,A,,ATP,before_clean,A10
2,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,46103.6,A,,ATP,before_clean,A10
3,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,45915.2,A,,ATP,before_clean,A10
4,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,44476.7,A,,ATP,before_clean,A10
5,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,43769.1,A,,ATP,before_clean,A10
6,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,53259.6,A,,ATP,before_clean,A11
7,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,52138.2,A,,ATP,before_clean,A11
8,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,51555.4,A,,ATP,before_clean,A11
9,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,50092,A,,ATP,before_clean,A11
10,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,49292.1,A,,ATP,before_clean,A11
11,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,48179.3,A,,ATP,before_clean,A11
12,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,50430.5,A,,ATP,before_clean,A12
13,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,49941.9,A,,ATP,before_clean,A12
14,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,48163.6,A,,ATP,before_clean,A12
15,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,47646.9,A,,ATP,before_clean,A12
16,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,46554.9,A,,ATP,before_clean,A12
17,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,45557.1,A,,ATP,before_clean,A12
0,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,19930.6,C,,ATP,after_clean,C10
1,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,19415.8,C,,ATP,after_clean,C10
2,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,19009.3,C,,ATP,after_clean,C10
3,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,18724.5,C,,ATP,after_clean,C10
4,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,18409.5,C,,ATP,after_clean,C10
5,10,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,18031.3,C,,ATP,after_clean,C10
6,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,14141.4,C,,ATP,after_clean,C11
7,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,13788.4,C,,ATP,after_clean,C11
8,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,13519.9,C,,ATP,after_clean,C11
9,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,13265.3,C,,ATP,after_clean,C11
10,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,13258.5,C,,ATP,after_clean,C11
11,11,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,12805.2,C,,ATP,after_clean,C11
12,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,12657.8,C,,ATP,after_clean,C12
13,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,12248.9,C,,ATP,after_clean,C12
14,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,12081.3,C,,ATP,after_clean,C12
15,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,11800.1,C,,ATP,after_clean,C12
16,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,11718.2,C,,ATP,after_clean,C12
17,12,,,Clean_Test,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,11436.5,C,,ATP,after_clean,C12
0,7,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,3738.19,A,,ATP,,A7
1,7,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,3733.99,A,,ATP,,A7
2,7,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,3798.41,A,,ATP,,A7
3,7,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,3681.87,A,,ATP,,A7
4,7,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,3676.87,A,,ATP,,A7
5,7,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,3643.76,A,,ATP,,A7
6,8,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,3899.74,A,,ATP,,A8
7,8,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,3925.85,A,,ATP,,A8
8,8,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,3789.1,A,,ATP,,A8
9,8,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,3703.28,A,,ATP,,A8
10,8,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,3783.1,A,,ATP,,A8
11,8,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,3737.99,A,,ATP,,A8
12,9,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4862.89,A,,ATP,,A9
13,9,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4835.88,A,,ATP,,A9
14,9,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4758.25,A,,ATP,,A9
15,9,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4759.65,A,,ATP,,A9
16,9,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4735.24,A,,ATP,,A9
17,9,0mol/0pM,0,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4675.22,A,,ATP,,A9
18,7,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,5776.8,B,,ATP,,B7
19,7,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,5641.24,B,,ATP,,B7
20,7,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,5522.08,B,,ATP,,B7
21,7,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,5468.66,B,,ATP,,B7
22,7,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,5561.3,B,,ATP,,B7
23,7,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5352,B,,ATP,,B7
24,8,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,6362.2,B,,ATP,,B8
25,8,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,6147.99,B,,ATP,,B8
26,8,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,6072.45,B,,ATP,,B8
27,8,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,6022.12,B,,ATP,,B8
28,8,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,6015.52,B,,ATP,,B8
29,8,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5966.3,B,,ATP,,B8
30,9,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,6098.76,B,,ATP,,B9
31,9,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,6055.74,B,,ATP,,B9
32,9,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,6016.52,B,,ATP,,B9
33,9,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,6055.14,B,,ATP,,B9
34,9,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,6026.33,B,,ATP,,B9
35,9,10^-17mol/100fM,1e-17,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5751.59,B,,ATP,,B9
36,7,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,6005.52,C,,ATP,,C7
37,7,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,5883.75,C,,ATP,,C7
38,7,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,5836.73,C,,ATP,,C7
39,7,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,5837.93,C,,ATP,,C7
40,7,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,5714.67,C,,ATP,,C7
41,7,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5628.13,C,,ATP,,C7
42,8,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,6119.27,C,,ATP,,C8
43,8,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,6058.84,C,,ATP,,C8
44,8,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,5968.1,C,,ATP,,C8
45,8,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,5899.66,C,,ATP,,C8
46,8,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,5894.96,C,,ATP,,C8
47,8,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5826.43,C,,ATP,,C8
48,9,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,5635.43,C,,ATP,,C9
49,9,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,5542.19,C,,ATP,,C9
50,9,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,5520.08,C,,ATP,,C9
51,9,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,5494.77,C,,ATP,,C9
52,9,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,5386.82,C,,ATP,,C9
53,9,10^-16mol/1pM,1e-16,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5299.28,C,,ATP,,C9
54,7,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,280313,D,,ATP,,D7
55,7,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,289351,D,,ATP,,D7
56,7,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,273017,D,,ATP,,D7
57,7,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,253339,D,,ATP,,D7
58,7,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,235291,D,,ATP,,D7
59,7,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,220419,D,,ATP,,D7
60,8,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,6913.11,D,,ATP,,D8
61,8,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,6805.05,D,,ATP,,D8
62,8,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,6758.52,D,,ATP,,D8
63,8,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,6731.2,D,,ATP,,D8
64,8,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,6560.81,D,,ATP,,D8
65,8,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,6531.89,D,,ATP,,D8
66,9,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,6802.64,D,,ATP,,D9
67,9,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,6801.04,D,,ATP,,D9
68,9,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,6687.38,D,,ATP,,D9
69,9,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,6612.74,D,,ATP,,D9
70,9,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,6549.2,D,,ATP,,D9
71,9,10^-15mol/10pM,1e-15,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,6567.91,D,,ATP,,D9
72,7,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,20257.7,E,,ATP,,E7
73,7,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,20026.5,E,,ATP,,E7
74,7,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,19933.4,E,,ATP,,E7
75,7,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,19607.3,E,,ATP,,E7
76,7,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,19615.7,E,,ATP,,E7
77,7,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,19370.7,E,,ATP,,E7
78,8,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,19956.5,E,,ATP,,E8
79,8,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,19817.6,E,,ATP,,E8
80,8,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,19939.1,E,,ATP,,E8
81,8,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,19598.7,E,,ATP,,E8
82,8,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,19565.7,E,,ATP,,E8
83,8,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,19101,E,,ATP,,E8
84,9,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,19912.5,E,,ATP,,E9
85,9,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,19805.9,E,,ATP,,E9
86,9,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,19753.7,E,,ATP,,E9
87,9,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,19514.5,E,,ATP,,E9
88,9,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,19330.5,E,,ATP,,E9
89,9,10^-14mol/100pM,1e-14,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,19005.2,E,,ATP,,E9
90,7,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,155957,F,,ATP,,F7
